feature,label
129.95895465037123,11.399954151239873
958.6465741737125,30.962018250975056
780.1292786532539,27.930794450807408
314.35672395195513,17.730107838136664
488.6709231484544,22.105902450441928
198.0293772971079,14.072291117551112
366.68564418531855,19.149037683009517
835.4397443197528,28.903974541916423
703.1175354916069,26.516363542001887
115.20456450861893,10.733338926383482
427.7375457874838,20.681816791265796
600.0332064511113,24.49557524229858
216.2399817406946,14.705100534872061
362.48750457868306,19.039104615991874
387.17114747246995,19.676665049557304
596.5461760132717,24.42429479050054
259.2850575055757,16.102330809717447
335.1285422957335,18.306516388863653
45.264885250732576,6.727918344535149
216.05868754831502,14.698934912037505
399.1645005077378,19.979101594109224
214.9667182224152,14.661743355495458
865.1249743587024,29.41300689080772
627.9260858945244,25.058453381933298
136.39367472602905,11.678770257438453
75.50495757165987,8.689358870000701
523.1362522588859,22.872172005712223
640.8616175184226,25.31524476512962
131.04911167969112,11.447668394904314
453.99833735253657,21.307236736670866
881.1961100597501,29.68494753338382
301.75992253703686,17.371238370854186
93.2006964746882,9.654050780614746
853.5334281587893,29.215294421908354
68.5011671643252,8.276543189298609
497.6345770336278,22.3077246045765
924.5666621251191,30.406687786161765
406.85434407985156,20.170630730838624
548.4652827845641,23.41933566061523
889.1348679554968,29.818364609003908
492.42722361371284,22.190701287109267
88.76194010475658,9.421355534356858
147.57130655153495,12.147893091048132
484.94115421892315,22.021379480380496
940.738763414421,30.671464970138302
674.0561006712904,25.96259040757086
508.97827416017617,22.56054684975912
372.79057185488216,19.307785265402195
442.4911999837903,21.035474798154432
492.88951436741655,22.201115160446705
399.01923064983316,19.975465717970962
177.97288487779318,13.340647843256832
348.1048957937343,18.65756939672835
81.65990608146245,9.036587081496114
484.18280697634776,22.004154311773668
509.47672170955894,22.571591031860358
591.9124073392096,24.32925003651386
324.0763515449602,18.002120751315946
706.476930738561,26.57963375854831
320.2771400566322,17.89628844360283
696.399870091924,26.389389346703798
877.1627219985235,29.616933028227677
337.5820661701202,18.373406493356647
630.9313100404615,25.11834608489304
425.5414105416963,20.62865508320153
803.6059127924165,28.347943713652608
217.13808698692537,14.73560609499743
723.8660631030812,26.90475911624338
303.75920058144976,17.428689009258548
